year,dunsno,companyname,citycode,streetaddress,city,state,zipcode,zipcode4,yearstarted,sls,slscode,employeesthissite,employeesthissitecode,employeesallsites,employeesallsitescode,sic1,sic2,status,subsidiaryindicator,manufacturing,transactioncode,reportdate,description,sls2018,sls2019,sls2020,sls2021,sls2022,lat,lon,bikestreet,plannedbike,bikes
2023,129224039,CORAL GABLES NC LLC,439,46 HAYWOOD ST STE 211,ASHEVILLE,NC,28801,2850,2023,94459,2,7,2,7,2,9999,2222,0,0,1,2,230606,Nonclassifiable establishments,,,,,,,,0,0,0
2023,15147757,LJB RENTALS LLC,439,10 RED ROOF LN,ASHEVILLE,NC,28804,9739,2010,71000,2,2,2,2,2,7359,0,0,0,1,2,231119,"Equipment rental and leasing, nec",,,71000,71000,71000,,,0,0,0
2023,18553459,POWELL MARILYN,439,1 RIDGEVIEW DR,ASHEVILLE,NC,28804,2755,2009,93020,2,2,2,2,2,7389,1800,0,0,1,3,231119,"Business services, nec",,,97246,93020,93020,,,0,0,0
2023,19478741,SOUNDS FUN LLC,439,11 DUNWOOD RD,ASHEVILLE,NC,28804,2710,2021,94459,2,7,2,7,2,9999,2222,0,0,1,2,231203,Nonclassifiable establishments,,,,94459,94459,,,0,0,0
2023,18682785,FREEWIND CORPORATION,439,46 ARDOYNE RD,ASHEVILLE,NC,28804,1402,2017,100619,2,7,2,7,2,9999,2222,0,0,1,3,231029,Nonclassifiable establishments,,94459,100619,100619,100619,,,0,0,0
2023,20432392,MILES DAVID BRYAN,439,29 SPANISH OAKS,ASHEVILLE,NC,28804,8611,2019,94459,2,7,2,7,2,9999,2222,0,0,1,2,231203,Nonclassifiable establishments,,94459,94459,94459,94459,,,0,0,0
2023,20587774,DMWHITE LLC,439,3 SUNSET VW,ASHEVILLE,NC,28804,3845,2016,67753,2,2,2,2,2,8748,0,0,0,1,3,231207,"Business consulting, nec",,94459,94459,94459,94459,,,0,0,0
2023,20593719,GEORGE HANDY ARTWORKS INC,439,4 WEBB COVE RD,ASHEVILLE,NC,28804,1927,2019,22894,2,1,2,1,2,8999,101,0,0,1,3,231207,"Services, nec",,94459,94459,94459,94459,,,0,0,0
2023,21280298,LYNSIE BEILMAN DMD PLLC,439,26 REYNOLDS MOUNTAIN BLVD,ASHEVILLE,NC,28804,1270,2021,67665,2,4,2,4,2,8021,202,0,0,1,3,231029,Offices and clinics of dentists,,,,61514,67665,,,0,0,0
2023,20613228,TRUTH ACTION,439,312 HEATHER CT,ASHEVILLE,NC,28804,1111,2008,60086,2,2,2,2,2,8661,100,0,0,1,3,210822,Religious organizations,,,60086,60086,60086,,,0,0,0
2023,20742098,INDIVISIBLE ASHEVILLE/WNC,439,394 ELK MTN SCENIC HWY,ASHEVILLE,NC,28804,1708,2019,94459,2,7,2,7,2,9999,2222,0,0,1,2,230806,Nonclassifiable establishments,,94459,94459,94459,94459,,,0,0,0
2023,25384464,ELIZA CARLSON LMHC CN,439,192 CHEROKEE RD,ASHEVILLE,NC,28804,3801,2017,60764,2,2,2,2,2,8322,600,0,0,1,3,221016,Individual and family services,,,,60764,60764,,,0,0,0
2023,76009446,MOUNTAIN ORGANIC,439,152 CAMBRIDGE RD,ASHEVILLE,NC,28804,2427,2012,99593,2,7,2,7,2,5812,602,0,0,1,3,221113,Eating places,,,90539,99593,99593,,,0,0,0
2023,76194366,HIGGINBOTHAM MUSIC LLC,439,79 SPOOKS BRANCH RD,ASHEVILLE,NC,28804,2741,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,231022,Nonclassifiable establishments,,,94459,94459,94459,,,0,0,0
2023,76438897,ROBERT POKORSKI CONSULTING LLC,439,83 E EUCLID PKWY,ASHEVILLE,NC,28804,1455,2020,28287,2,1,2,1,2,8748,0,0,0,1,2,230918,"Business consulting, nec",,,28287,28287,28287,,,0,0,0
2023,90868325,OAKWOOD PARK INDUSTRIES LLC,439,43 SKYLAND CIR,ASHEVILLE,NC,28804,2047,2018,90369,2,3,2,3,2,3999,0,0,0,0,3,230823,"Manufacturing industries, nec",,85253,85253,85253,85253,,,0,0,0
2023,23142669,ANTHONY PASCONE,439,59 FAIRCREST RD,ASHEVILLE,NC,28804,1849,1976,67794,2,1,0,1,0,7699,1002,0,0,1,3,231119,"Repair services, nec",,67794,67794,67794,67794,,,0,0,0
2023,23769686,DEW WELLNESS LLC,439,17 SUMMER ST,ASHEVILLE,NC,28804,2239,2020,34741,2,2,2,2,2,8099,0,0,0,1,2,231029,"Health and allied services, nec",,,,34741,34741,,,0,0,0
2023,39761581,CYNTHIA ANN CLLIER HLDINGS LLC,439,54 ACORN RD,ASHEVILLE,NC,28804,1032,2016,0,2,0,2,0,2,6719,0,0,0,1,3,231210,"Holding companies, nec",0,0,0,0,0,,,0,0,0
2023,26523976,KRISTIE,439,14 CARJEN AVE,ASHEVILLE,NC,28804,4444,2010,53000,2,1,0,1,0,7389,9999,0,0,1,3,141028,"Business services, nec",,,,53000,53000,,,0,0,0
2023,90565835,JOSHUA HERR LAC LLC,439,420 PERIWINKLE DR,ASHEVILLE,NC,28804,1038,2020,81184,2,3,2,3,2,8011,0,0,0,1,3,231207,Offices and clinics of medical doctors,,,94459,94459,94459,,,0,0,0
2023,93140301,SHOOR EDUCTL CONSULTING LLC,439,23 S POINT DR,ASHEVILLE,NC,28804,6406,2019,48821,2,2,2,2,2,8748,0,0,0,1,2,230910,"Business consulting, nec",,48821,48821,48821,48821,,,0,0,0
2023,91575739,DWELL HOLDINGS LLC,439,9 BEECH TREE LN,ASHEVILLE,NC,28804,1949,2019,85860,2,2,2,2,2,7389,602,0,0,1,3,231015,"Business services, nec",,,94459,94459,94459,,,0,0,0
2023,92790533,CHAD PETERS,439,99 EDGEWOOD RD STE B,ASHEVILLE,NC,28804,3576,2020,94459,2,7,2,7,2,9999,2222,0,0,1,3,231105,Nonclassifiable establishments,,,94459,94459,94459,,,0,0,0
2023,831657395,SATURN NETWORKS INC,439,20 N SPRUCE ST,ASHEVILLE,NC,28801,3006,2009,75000,0,1,0,1,0,7373,201,0,0,1,3,231203,Computer integrated systems design,75000,75000,75000,75000,,,,0,0,0
2023,929492056,RGH ENTERPRISES INC,439,264 BILTMORE AVE,ASHEVILLE,NC,28801,4156,1995,901470,2,7,0,7,0,5712,201,0,0,1,3,231126,Furniture stores,1290125,1419138,1419138,1419138,,,,0,0,0
2023,80937045,REGINA M MILLER CONSULTING LLC,439,61 N MERRIMON AVE,ASHEVILLE,NC,28804,1378,2017,41950,2,1,0,1,0,8742,0,0,0,1,3,220619,Management consulting services,,,,,41950,,,0,0,0
2023,948337659,RES-CARE INC,439,40 MERRIMON AVE,ASHEVILLE,NC,28801,2323,,0,,3,2,0,,8322,100,2,0,1,3,231015,Individual and family services,0,0,0,0,,,,0,0,0
2023,948831185,WESTERN NC CMNTY HLTH SVCS INC,439,257 BILTMORE AVE,ASHEVILLE,NC,28801,4120,1993,18533423,0,20,0,23,0,8011,202,1,0,1,3,231113,Offices and clinics of medical doctors,18533423,18533423,18533423,18533423,,,,0,0,0
2023,958643210,MARBLE SLAB 303 ASHEVILLE,439,14 BILTMORE AVE,ASHEVILLE,NC,28801,3604,2009,117042,2,7,2,7,2,5812,203,0,0,1,3,231105,Eating places,117042,117042,117042,117042,,,,0,0,0
2023,94452538,EAST CBA LLC,439,6 FOREST SPRING DR,ASHEVILLE,NC,28804,9121,2019,213841,2,3,2,3,2,6512,0,0,0,1,3,231208,Nonresidential building operators,,94459,94459,94459,101198,,,0,0,0
2023,94609157,SKILES MARY E,439,1 UNIVERSITY HTS,ASHEVILLE,NC,28804,3251,2019,54342,2,2,2,2,2,8049,0,0,0,1,3,221207,Offices of health practitioner,,94459,94459,94459,54342,,,0,0,0
2023,94269331,LINDER INDUSTRIAL MACHINERY CO,439,575 GOLDVIEW RD,ASHEVILLE,NC,28804,8737,,0,,4,2,0,,5082,300,2,0,1,3,231203,Construction and mining machinery,,,220617,220617,0,,,0,0,0
2023,94360324,DEEP ROOTS HOSPITALITY LLC,439,210 KIMBERLY AVE,ASHEVILLE,NC,28804,3511,2020,48872,2,2,2,2,2,7011,0,0,0,1,3,231207,Hotels and motels,,,94459,94459,94459,,,0,0,0
2023,95618751,STEWART VERNON B MD,439,84 WESTHAVEN DR,ASHEVILLE,NC,28804,3737,2019,65500,2,3,2,3,2,8011,0,0,0,1,3,230910,Offices and clinics of medical doctors,,59545,65500,65500,65500,,,0,0,0
2023,95609906,CHATT HILLS MUSIC INC,439,19 OLIVETTE CROSSING PKWY,ASHEVILLE,NC,28804,112,2017,30589,2,1,2,1,2,7929,0,0,0,1,3,231029,Entertainers and entertainment groups,,,30589,30589,30589,,,0,0,0
2023,97275311,RELICS FABRICATION LLC,439,219 WEAVERVILLE RD,ASHEVILLE,NC,28804,1243,2019,38624,2,1,2,1,2,7692,0,0,0,1,3,231204,Welding repair,,,94459,94459,94459,,,0,0,0
2023,100472145,DOWN FROM DOOR LLC,439,340 LYNN COVE RD,ASHEVILLE,NC,28804,1915,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,230903,Nonclassifiable establishments,,,94459,94459,94459,,,0,0,0
2023,101003384,RECOVERY ROAD RESIDENCE LLC,439,9 JARNAUL AVE,ASHEVILLE,NC,28804,2219,2019,94459,2,7,2,7,2,9999,2222,0,0,1,3,230910,Nonclassifiable establishments,,94459,94459,94459,94459,,,0,0,0
2023,107903797,CLOVER,439,40 MULBERRY ST,ASHEVILLE,NC,28804,3109,2019,34741,2,2,2,2,2,8099,0,0,0,1,3,230328,"Health and allied services, nec",,94459,94459,94459,94459,,,0,0,0
2023,111496482,CALHOUN AVIATION LLC,439,40 JONESTOWN RD,ASHEVILLE,NC,28804,3006,2016,76881,2,2,2,2,2,4581,0,0,0,1,2,211031,"Airports, flying fields, and services",,,76881,76881,76881,,,0,0,0
2023,114463980,VIVAWILD LLC,439,302 TOWN MOUNTAIN RD,ASHEVILLE,NC,28804,3821,2019,56804,2,1,2,1,2,5944,9901,0,0,1,3,231208,Jewelry stores,,94459,94459,94459,94459,,,0,0,0
2023,3451460,DOCTORDIRECTORYCOM INC,439,1 PAGE AVE STE 280,ASHEVILLE,NC,28801,2308,1996,1800000,2,6,0,6,0,4813,202,0,0,1,3,221002,"Telephone communication, except radio",2000000,2000000,2000000,1800000,1800000,,,0,0,0
2023,29424839,SALES MKTG EXCTVES - ASHEVILLE,439,191 CHARLOTTE ST,ASHEVILLE,NC,28801,1989,1971,34669,2,1,2,1,2,8742,300,0,0,1,2,211203,Management consulting services,,,,34669,34669,,,0,0,0
2023,839304953,BLUE RIDGE REHABILITATION,439,445 BILTMORE AVE,ASHEVILLE,NC,28801,4565,1996,132496,2,2,2,2,2,8742,200,0,0,1,3,210523,Management consulting services,132496,132496,132496,132496,,,,0,0,0
2023,28174835,WHITE FAWN GROUP LLC,439,40 WHITE FAWN DR,ASHEVILLE,NC,28801,4110,2016,26345,2,1,2,1,2,5499,9904,0,0,1,3,231126,Miscellaneous food stores,,23950,23950,23950,26345,,,0,0,0
2023,4925504,MAIL MANAGEMENT SERVICES LLC,439,88 ROBERTS ST,ASHEVILLE,NC,28801,3149,1998,4989209,2,19,0,19,0,7331,9904,0,0,1,3,231105,Direct mail advertising services,4758817,4758817,4989209,4989209,4989209,,,0,0,0
2023,5036370,GREEN DOOR,439,108 MOUNT CLARE AVE,ASHEVILLE,NC,28801,1270,2010,123751,2,9,2,9,2,9999,2222,0,0,1,3,220717,Nonclassifiable establishments,123751,123751,123751,123751,123751,,,0,0,0
2023,5160877,ASHEVLLE CLB AT 151 OWNRS ASSN,439,151 HAYWOOD ST,ASHEVILLE,NC,28801,2632,2013,51512,2,2,2,2,2,8699,0,0,0,1,3,231126,"Membership organizations, nec",51512,51512,51512,51512,51512,,,0,0,0
2023,31124010,DANNY BANKS INVESTMENTS INC,439,47 N MARKET ST,ASHEVILLE,NC,28801,2913,1979,80125,2,2,2,2,2,6799,0,0,0,1,2,211203,"Investors, nec",,,,80125,80125,,,0,0,0
2023,5269083,TRANZMISSION INC,439,70 WOODFIN PL STE 419,ASHEVILLE,NC,28801,2441,2016,156063,2,4,2,4,2,8399,0,0,0,1,3,231119,"Social services, nec",98834,128977,141875,141875,141875,,,0,0,0
2023,5303521,UNITED COMMUNITY DEVELOPMENT,439,85 CHOCTAW ST,ASHEVILLE,NC,28801,4403,2017,56176,2,2,2,2,2,8322,601,0,0,1,3,231119,Individual and family services,95453,56176,56176,56176,56176,,,0,0,0
2023,5350416,BLACK MAGICK LLC,439,20 BATTERY PARK AVE,ASHEVILLE,NC,28801,2720,2018,94459,2,7,2,7,2,9999,2222,0,0,1,2,210815,Nonclassifiable establishments,94459,94459,94459,94459,94459,,,0,0,0
2023,6685362,EILEEN RIEHMAN PT LLC,439,96 CENTRAL AVE 3,ASHEVILLE,NC,28801,2436,2009,53624,2,1,0,1,0,8049,200,0,0,1,3,231022,Offices of health practitioner,58676,58676,53624,53624,53624,,,0,0,0
2023,6926699,WHITESIDE C THOMAS MD,439,70 WOODFIN PL STE 130,ASHEVILLE,NC,28801,8401,2009,92105,2,3,2,3,2,8011,0,0,0,1,3,231210,Offices and clinics of medical doctors,92105,92105,92105,92105,92105,,,0,0,0
2023,7060537,TARGET BUILDERS INC,439,73 N MARKET ST,ASHEVILLE,NC,28801,2913,2007,151851,2,1,0,1,0,1521,9901,0,0,1,3,210815,Single-family housing construction,151851,151851,151851,151851,151851,,,0,0,0
2023,31629204,VICTORIA CHASE INC,439,119 RIVERSIDE DR,ASHEVILLE,NC,28801,3136,2004,94459,2,7,2,7,2,9999,2222,0,0,1,2,230611,Nonclassifiable establishments,,,94459,94459,94459,,,0,0,0
2023,31961435,OLIVETTE ART RESOURCE INC,439,46 HAYWOOD ST STE 350,ASHEVILLE,NC,28801,2749,2019,34669,2,1,2,1,2,8742,500,0,0,1,2,231210,Management consulting services,,34669,34669,34669,34669,,,0,0,0
2023,7521968,KARL DALE ANN MA CRC,439,100 CENTRAL AVE,ASHEVILLE,NC,28801,2419,2007,77334,2,2,2,2,2,8322,600,0,0,1,3,230820,Individual and family services,77334,77334,77334,77334,77334,,,0,0,0
2023,7522045,CMC FUNDING INC,439,216 EXECUTIVE PARK,ASHEVILLE,NC,28801,2427,,0,,2,2,0,,6162,9903,2,0,1,3,231203,Mortgage bankers and correspondents,0,0,0,0,0,,,0,0,0
2023,34570299,SHELL SOLAR LLC,439,130 ROBERTS ST,ASHEVILLE,NC,28801,3129,2021,203194,2,4,2,4,2,5541,9901,0,0,1,3,221123,Gasoline service stations,,,,94459,203194,,,0,0,0
2023,9211091,ASHEVILLE BED & BREAKFAST ASSN,439,235 PEARSON DR,ASHEVILLE,NC,28801,1613,2009,104955,2,2,0,2,0,7011,401,0,0,1,3,231022,Hotels and motels,98194,104955,104955,104955,104955,,,0,0,0
2023,35778135,255 HILL STREET LLC,439,80 CENTRAL AVE,ASHEVILLE,NC,28801,2436,2016,120259,2,2,2,2,2,6512,0,0,0,1,3,231208,Nonresidential building operators,,94459,94459,94459,94459,,,0,0,0
2023,35805585,SPARKS MILL WORKS LLC,439,6 VON RUCK CT,ASHEVILLE,NC,28801,2026,2018,59539,2,1,2,1,2,2431,0,0,0,0,3,231210,Millwork,,54126,59539,59539,59539,,,0,0,0
2023,10919719,SPORTS OUTREACH,439,51 COXE AVE,ASHEVILLE,NC,28801,3621,2008,163879,0,2,0,2,0,8699,9904,0,0,1,3,231210,"Membership organizations, nec",145540,145540,145540,136141,136141,,,0,0,0
2023,36232608,MORSEL COOKIE CO LLC,439,215 WESTOVER DR,ASHEVILLE,NC,28801,1637,2021,33462,2,2,2,2,2,5461,9904,0,0,1,2,231203,Retail bakeries,,,,33462,33462,,,0,0,0
2023,36813166,I VOICE MEDIA LLC,439,346 DEPOT ST,ASHEVILLE,NC,28801,4311,2021,40117,2,3,2,3,2,4899,0,0,0,1,2,230820,"Communication services, nec",,,,40117,40117,,,0,0,0
2023,36956369,FREE RADIO 4 ALL LLC,439,28 ROBINDALE AVE,ASHEVILLE,NC,28801,1330,2021,38846,2,2,2,2,2,4832,0,0,0,1,3,230430,Radio broadcasting stations,,,,94459,94459,,,0,0,0
2023,849267760,PITTS HAY & HUGENSCHMIDT,439,137 BILTMORE AVE,ASHEVILLE,NC,28801,4105,1996,1016500,2,9,0,9,0,8111,9901,0,0,1,3,180213,Legal services,1016500,1016500,1016500,1016500,,,,0,0,0
2023,849315572,CHAY CHRISTOPHER H,439,428 BILTMORE AVE 4S,ASHEVILLE,NC,28801,4502,2011,984593,2,10,2,10,2,8011,108,0,0,1,3,231015,Offices and clinics of medical doctors,984593,984593,984593,984593,,,,0,0,0
2023,849406710,MOUNTAINCARE INC,439,40 MERRIMON AVE,ASHEVILLE,NC,28801,2323,,0,,5,2,0,,8011,105,2,0,1,3,221106,Offices and clinics of medical doctors,0,0,0,0,,,,0,0,0
2023,39136172,SCENIC VIEW PROPERTY LLC,439,88 DOVER ST,ASHEVILLE,NC,28804,2557,2016,87508,2,2,2,2,2,6512,0,0,0,1,2,231210,Nonresidential building operators,,87508,87508,87508,87508,,,0,0,0
2023,124438825,TETTERTON LLC,439,10 ALEXANDER DR APT 414,ASHEVILLE,NC,28801,284,2023,27976,2,1,2,1,2,7389,1800,0,0,1,3,231208,"Business services, nec",,,,,,,,0,0,0
2023,11559944,WHITE PINE ACUPUNCTURE INC,439,247 CHARLOTTE ST UNIT 3,ASHEVILLE,NC,28801,1467,2007,85532,2,3,2,3,2,8049,9901,0,0,1,3,231126,Offices of health practitioner,105596,105596,105596,95036,85532,,,0,0,0
2023,14062986,CHURCH RONA /INS,439,4 DOCTORS PARK STE A,ASHEVILLE,NC,28801,4523,2007,77818,2,1,0,1,0,8661,121,0,0,1,3,231029,Religious organizations,77818,77818,77818,77818,77818,,,0,0,0
2023,14069292,CITY OF ASHEVILLE,439,161 S CHARLOTTE ST,ASHEVILLE,NC,28801,3766,,0,,41,2,0,,9121,0,2,0,1,3,231126,Legislative bodies,0,0,0,0,0,,,0,0,0
2023,14081330,BLEYNAT EDWARD L JR ATTY,439,21 BROAD ST,ASHEVILLE,NC,28801,1818,1997,304399,2,6,0,6,0,8111,9901,0,0,1,3,231022,Legal services,304399,304399,304399,304399,304399,,,0,0,0
2023,14111467,STREET FAIR,439,35 HAYWOOD ST STE 100,ASHEVILLE,NC,28801,2877,,0,,1,0,0,,5621,9902,2,0,1,3,231119,Women's clothing stores,0,0,0,0,0,,,0,0,0
2023,14307543,VARISTO LLC,439,38 MOUNT CLARE AVE,ASHEVILLE,NC,28801,1813,2016,94459,2,7,2,7,2,9999,2222,0,0,1,3,190217,Nonclassifiable establishments,94459,94459,94459,94459,94459,,,0,0,0
2023,14358383,AUSTIN CPA PC,439,301 W HAYWOOD ST,ASHEVILLE,NC,28801,3104,2013,93254,2,3,2,3,2,8721,101,0,0,1,3,231119,"Accounting, auditing, and bookkeeping",84776,84776,84776,84776,93254,,,0,0,0
2023,14576203,KILLIAN PROPERTIES LLC,439,223 E CHESTNUT ST STE 1,ASHEVILLE,NC,28801,2480,2010,247906,2,3,0,3,0,6512,0,0,0,1,3,231105,Nonresidential building operators,256394,256394,256394,256394,247906,,,0,0,0
2023,15316939,RACHEAL RACHEAL LLC,439,405 WINDSWEPT DR APT 301,ASHEVILLE,NC,28801,4215,2017,38543,2,4,2,4,2,7231,100,0,0,1,3,231212,Beauty shops,94459,92356,92356,92356,92356,,,0,0,0
2023,15439317,OAKLAND MEDICAL CONDO ASSOC,439,41 OAKLAND RD,ASHEVILLE,NC,28801,4820,2016,38259,2,2,2,2,2,8699,0,0,0,1,3,231022,"Membership organizations, nec",38259,38259,38259,38259,38259,,,0,0,0
2023,40188453,UPWARDS DENTAL,439,3 DOCTORS PARK STE E,ASHEVILLE,NC,28801,4521,2019,67665,2,4,2,4,2,8021,202,0,0,1,3,230430,Offices and clinics of dentists,,61514,67665,67665,67665,,,0,0,0
2023,40246727,LUVIAN SPACE INC,439,13 1/2 EAGLE ST STE P,ASHEVILLE,NC,28801,3795,2016,71878,2,2,2,2,2,7389,1800,0,0,1,3,231212,"Business services, nec",,94459,94459,94459,94459,,,0,0,0
2023,15674389,POPE BRUCE DR,439,30 WALL ST,ASHEVILLE,NC,28801,2710,2008,304301,2,5,0,5,0,8042,100,0,0,1,3,231126,Offices and clinics of optometrists,304301,304301,304301,304301,304301,,,0,0,0
2023,15821037,CREATE CLINICAL INC,439,14 S PACK SQ,ASHEVILLE,NC,28801,3511,2013,108665,2,5,2,5,2,8071,0,0,0,1,3,231105,Medical laboratories,89805,89805,89805,98786,108665,,,0,0,0
2023,40887241,REALTECH DOWNTOWN LLC,439,120 COXE AVE STE 3A,ASHEVILLE,NC,28801,4015,2018,103905,2,3,2,6,2,9999,2222,1,0,1,3,231029,Nonclassifiable establishments,,,94459,103905,103905,,,0,0,0
2023,41199791,SARAH STREET PROPERTIES LLC,439,18 ROSEWOOD AVE,ASHEVILLE,NC,28801,1616,2021,87508,2,2,2,2,2,6512,0,0,0,1,2,231022,Nonresidential building operators,,,,87508,87508,,,0,0,0
2023,44593519,ORGANIC ARTISTS LLC,439,5 FERN COVE RD,ASHEVILLE,NC,28804,1006,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,231022,Nonclassifiable establishments,,,94459,94459,94459,,,0,0,0
2023,45444997,WWW ASHEVILLE HOMES LLC,439,24 PEACH KNOB DR,ASHEVILLE,NC,28804,2946,2016,105358,2,2,2,2,2,6531,100,0,0,1,3,231208,Real estate agents and managers,,94459,94459,94459,94459,,,0,0,0
2023,46314693,TECHST SOLUTIONS LLC,439,132 W FOX CHASE RD,ASHEVILLE,NC,28804,1014,2011,50325,2,1,0,1,0,8748,0,0,0,1,3,231022,"Business consulting, nec",,50325,50325,50325,50325,,,0,0,0
2023,839896206,NATIONAL ASSN LTR CARRIERS,439,70 WOODFIN PL 248,ASHEVILLE,NC,28801,2463,,0,,6,0,0,,8631,9903,2,0,1,3,180720,Labor organizations,0,0,0,0,,,,0,0,0
2023,46641096,HAYNES BUSINESS GROUP PLLC,439,209 MIDLAND DR,ASHEVILLE,NC,28804,1448,2020,92928,2,6,2,6,2,9999,2222,0,0,1,3,231105,Nonclassifiable establishments,,,94459,92928,92928,,,0,0,0
2023,48141536,WILLIAM NEWTON LLC,439,112 ROBINHOOD RD,ASHEVILLE,NC,28804,1619,2019,94459,2,7,2,7,2,9999,2222,0,0,1,2,231210,Nonclassifiable establishments,,94459,94459,94459,94459,,,0,0,0
2023,48473592,SUNSET MOUNTAIN PROPERTIES LLC,439,525 SUNSET DR,ASHEVILLE,NC,28804,2805,2021,87508,2,2,2,2,2,6512,0,0,0,1,2,231210,Nonresidential building operators,,,,87508,87508,,,0,0,0
2023,48606484,RUSTIC GRAPE LLC,439,28 GREENWOOD FIELDS DR,ASHEVILLE,NC,28804,99,2016,83184,2,2,2,2,2,2084,100,0,0,0,3,230908,"Wines, brandy, and brandy spirits",,88824,88824,88824,97706,,,0,0,0
2023,49421730,EARTHWORK AMC2 LLC,439,7 MEADOW RIDGE DR,ASHEVILLE,NC,28804,2947,2013,94459,2,7,2,7,2,9999,2222,0,0,1,2,231105,Nonclassifiable establishments,,,94459,94459,94459,,,0,0,0
2023,41215349,ARTISTIC VENTURES INC,439,191 LYMAN ST,ASHEVILLE,NC,28801,4371,,210592,2,5,0,5,0,7335,0,0,0,1,3,230305,Commercial photography,,,,210592,210592,,,0,0,0
2023,119087627,BILTMORE COMPANIES INC,439,1 N PACK SQ,ASHEVILLE,NC,28801,3462,,27976,2,1,2,1,2,7389,0,0,0,1,3,231101,"Business services, nec",,,,,,,,0,0,0
2023,16411293,BETTY DOLL LONG TRM CARE INSRN,439,1 OAK ST,ASHEVILLE,NC,28801,3002,2009,102066,2,3,2,3,2,6324,0,0,0,1,3,201206,Hospital and medical service plans,102066,102066,102066,102066,102066,,,0,0,0
2023,17090701,SCIENTIFIC INVESTORS LLC,439,37 HAYWOOD ST,ASHEVILLE,NC,28801,2704,2009,166480,2,2,0,2,0,6799,0,0,0,1,3,231022,"Investors, nec",166480,166480,166480,166480,166480,,,0,0,0
2023,42333475,MADE MONTICELLO LLC,439,1 PAGE AVE STE 240,ASHEVILLE,NC,28801,2382,2021,94459,2,7,2,7,2,9999,2222,0,0,1,2,231022,Nonclassifiable establishments,,,,94459,94459,,,0,0,0
2023,42076311,KIJACO LLC,439,150 COXE AVE UNIT 301,ASHEVILLE,NC,28801,4074,2017,63082,2,2,2,2,2,8748,0,0,0,1,3,231212,"Business consulting, nec",,83799,83799,92179,92179,,,0,0,0
2023,42536512,FOURTEEN EAST CHESTNUT ST LLC,439,14 E CHESTNUT ST,ASHEVILLE,NC,28801,1803,2021,94459,2,7,2,7,2,9999,2222,0,0,1,2,231022,Nonclassifiable establishments,,,,94459,94459,,,0,0,0
2023,43922473,BRIGHT ANGLE LLC,439,207 COXE AVE STUDIO15,ASHEVILLE,NC,28801,4006,2016,268940,2,5,0,5,0,5032,302,0,0,0,3,231119,"Brick, stone, and related material",,,,268940,268940,,,0,0,0
2023,43300898,RJS OF BUNCOMBE COUNTY LLC,439,1 PAGE AVE STE 200,ASHEVILLE,NC,28801,2398,2019,94459,2,7,2,7,2,9999,2222,0,0,1,3,210427,Nonclassifiable establishments,,94459,94459,94459,94459,,,0,0,0
2023,43990163,120 COXE CONDOMINIUM ASSN INC,439,1 PAGE AVE STE 270,ASHEVILLE,NC,28801,2317,2019,68304,2,2,2,2,2,6531,202,0,0,1,2,200705,Real estate agents and managers,,68304,68304,68304,68304,,,0,0,0
2023,53726864,MONTANAS CORP,439,361 WINDSOR RD,ASHEVILLE,NC,28804,1540,2018,93868,2,2,2,2,2,6531,100,0,0,1,3,231208,Real estate agents and managers,,94459,94459,94459,94459,,,0,0,0
2023,54417016,GALAXY ENTERPRISE INC,439,18 CROFOOT TRL,ASHEVILLE,NC,28804,9765,2019,77157,2,2,2,2,2,4789,0,0,0,1,3,231207,"Transportation services, nec",,94459,94459,94459,94459,,,0,0,0
2023,129267703,COOL BREEZE STORAGE LLC,439,130 ROBERTS ST,ASHEVILLE,NC,28801,3129,2023,87525,2,3,2,3,2,4225,0,0,0,1,2,230606,General warehousing and storage,,,,,,,,0,0,0
2023,54452732,EAST COAST CURE LLC,439,329 BEAVERDAM RD,ASHEVILLE,NC,28804,2706,2019,59743,2,3,2,3,2,8641,0,0,0,1,3,221121,Civic and social associations,,94459,94459,94459,59743,,,0,0,0
2023,54342962,HYBRID OF SOUTH FLORIDA LLC,439,95 HORIZON HILL RD,ASHEVILLE,NC,28804,2429,2012,142384,2,4,2,4,2,9999,2222,0,0,1,3,231022,Nonclassifiable establishments,,,142384,142384,142384,,,0,0,0
2023,54847641,FRED AND COMPANY LLC,439,41 LOTUS PL,ASHEVILLE,NC,28804,1421,2019,103905,2,6,2,6,2,9999,2222,0,0,1,3,230918,Nonclassifiable establishments,,94459,94459,94459,103905,,,0,0,0
2023,43397895,BLACK BEAR CONSULTANTS,439,49 BROADWAY ST STE 204,ASHEVILLE,NC,28801,2915,2019,34669,2,1,2,1,2,8742,0,0,0,1,2,231203,Management consulting services,,,34669,34669,34669,,,0,0,0
2023,19858110,PARTNERSHIP PROPERTY MGT LLC,439,372 DEPOT ST,ASHEVILLE,NC,28801,4366,,0,,94,2,0,,8741,100,2,0,1,3,231119,Management services,0,0,0,0,0,,,0,0,0
2023,19947371,COLETTE STERN MD PA,439,5 LIVINGSTON ST,ASHEVILLE,NC,28801,4407,2008,154949,2,3,0,3,0,8011,517,0,0,1,3,231210,Offices and clinics of medical doctors,172166,172166,172166,172166,172166,,,0,0,0
